date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-06 14:35:19,TVantuka,,0,0,0," Vantuka Nation Am I is now available in multiple links for download Link1 https://audiomack.com/song/oupammogavantuka/am-i-wrong Link 2 https://www.slikouronlife.co.za/song/126880/am-i-wrong Link 3 https://soundcloud.com/gargoyle-vantuka/am-i-wrong Enjoy #Covid_19 #lockDownSouthAfrica #Contangion #NairaMarley #staysafe #مودل_روز #SARSCoV2 ",,,#Covid_19 #lockDownSouthAfrica #Contangion #NairaMarley #staysafe #SARSCoV2,1247171030986170368,https://twitter.com/TVantuka/status/1247171030986170368
2020-04-06 14:35:10,clblackman,njdotcom,0,0,0,"Zoonotic. Somehow go to humans then humans give it to cats? This stuff is nasty. Jumping species gives it a chance to mutate. #SARSCoV2 #COVID19 #buckleup",,,#SARSCoV2 #COVID19 #buckleup,1247170992457371649,https://twitter.com/clblackman/status/1247170992457371649
2020-04-06 14:34:48,Aiims1742,,0,2,2,"Four academic labs have been granted @US_FDA EUAs for #SARSCoV2 RT-PCR assays @MassGeneralNews @YaleMed @NorthwesternMed @ChildrensPhila",,@US_FDA @MassGeneralNews @YaleMed @NorthwesternMed @ChildrensPhila,#SARSCoV2,1247170901944283136,https://twitter.com/Aiims1742/status/1247170901944283136
2020-04-06 14:34:44,Lord_Alfreston,,0,0,0,"My heart bleeds for these people. Is this a joke @guardian ? Talk about not reading the room #SARSCoV2 #coronavirusuk We can't raise a mortgage against our £1.25m home for our holiday let barn",,@guardian,#SARSCoV2 #coronavirusuk,1247170884441341952,https://twitter.com/Lord_Alfreston/status/1247170884441341952
2020-04-06 14:34:37,TheOriginalBoto,,0,0,0,"The COVID-19 Coronavirus May Travel in Aerosols | The Scientist Magazine® Let it be noted that only Trump’s puppets ⁦@CDCgov⁩ say it is not airborne. #COVID19 #SARSCoV2 ",,@CDCgov,#COVID19 #SARSCoV2,1247170855659917313,https://twitter.com/TheOriginalBoto/status/1247170855659917313
2020-04-06 14:34:15,AlexBertran73,joethebrew,0,0,0,"It will happen in #Spain #COVID19 #SARSCoV2 as the Spanish Gov did the same ""error"" (hope some day a Judge says it was a criminal act) yet due to different dark reasons @PabloIglesias @sanchezcastejon @salvadorilla &amp; @interiorgob Among others x-files https://m.facebook.com/story.php?story_fbid=10222325592157738&amp;id=1504849935",,@PabloIglesias @sanchezcastejon @salvadorilla @interiorgob,#Spain #COVID19 #SARSCoV2,1247170759816105989,https://twitter.com/AlexBertran73/status/1247170759816105989
2020-04-06 14:33:59,TheCPTChaos,,0,0,0,"Just saw the @CBSThisMorning spot on why the #SARSCoV2 #COVIDー19 is racist. I’m no longer convinced this is a bio weapon. This is God’s judgment on us for being morons and believing tripe like this. ",,@CBSThisMorning,#SARSCoV2 #COVID,1247170692673667072,https://twitter.com/TheCPTChaos/status/1247170692673667072
2020-04-06 14:32:35,LuciferAsHuman,,0,0,0,"Even though you might be bored of staying in the house, open the window, play some music and relax. #StayHome #SARSCoV2 #COVID19 #CCPVirus #WuhanCoronavirus",,,#StayHome #SARSCoV2 #COVID19 #CCPVirus #WuhanCoronavirus,1247170342252093443,https://twitter.com/LuciferAsHuman/status/1247170342252093443
2020-04-06 14:32:25,RootsAnalysis,,0,0,0,"#ResearchHighlight Under trial drug shows promise against #SARSCoV2 - @UBC For details, click below:",,@UBC,#ResearchHighlight #SARSCoV2,1247170298580832256,https://twitter.com/RootsAnalysis/status/1247170298580832256
2020-04-06 14:31:57,adepejudawodu,,0,0,0,"“And he laid hold on the dragon, that old serpent, which is the Devil, and Satan, and bound him a thousand years,” Revelation 20:2 KJV #China #COVOD19 #ChineseVirus19 #CoronavirusPandemic #CoronavirusUSA #Italy #SARSCoV2 #MondayMorning #EternityIsCalling #theend #GreatAwakening",,,#China #COVOD19 #ChineseVirus19 #CoronavirusPandemic #CoronavirusUSA #Italy #SARSCoV2 #MondayMorning #EternityIsCalling #theend #GreatAwakening,1247170184433094658,https://twitter.com/adepejudawodu/status/1247170184433094658
